complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
52747,64,68,35353,38861,1533,2318,5199,7725,783000000,80
36409,64,68,17791,19549,1378,2567,3297,5217,783000000,80
39100,64,68,17289,18782,1439,2408,3908,7848,783000000,80
48673,64,68,22373,38373,1909,2564,15319,20428,783000000,80
36493,64,68,17282,18651,1367,1866,3196,4586,783000000,80
41973,64,68,18900,22487,2165,10452,3542,5759,783000000,80
38269,64,68,17284,19575,1278,1541,2966,3424,783000000,80
35097,64,68,18022,20077,1609,2479,3964,5552,783000000,80
36106,64,68,18203,20641,1379,2283,3424,5451,783000000,80
34579,64,68,17797,19493,1330,2134,3076,4261,783000000,80
36740,64,68,17490,19221,1302,1860,2942,3589,783000000,80
36175,64,68,18164,20455,1463,2223,3830,5259,783000000,80
36150,64,68,17709,19638,1383,2317,3341,4759,783000000,80
36369,64,68,17611,19047,1352,1798,3350,4118,783000000,80
49118,64,68,22113,39213,1779,2211,15694,21146,783000000,80
34905,64,68,17421,19613,1495,2549,3465,5635,783000000,80
47292,64,68,19389,27393,2001,9759,5899,9356,783000000,80
35578,64,68,18002,19683,1458,2341,3651,5085,783000000,80
35996,64,68,17484,18770,1342,1869,3270,4412,783000000,80
36355,64,68,17689,19298,1343,1866,3214,4227,783000000,80
