Application class: default
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
80464,4,4,54986,59697,10460,11086,12434,13271,280909832,280924591,1,250,40
89990,4,4,59466,69247,8510,9052,23871,24460,280909832,280924591,1,250,40
94428,4,4,57883,73880,8927,10487,28482,29189,280909832,280924591,1,250,40
85393,4,4,57311,66711,8828,9926,15720,15946,280909832,280924591,1,250,40
86572,4,4,59017,65525,9104,9978,22545,23182,280909832,280924591,1,250,40
80690,4,4,56605,58887,8397,8806,10554,11308,280909832,280924591,1,250,40
84914,4,4,58230,64290,8753,9954,19066,19784,280909832,280924591,1,250,40
82924,4,4,56962,61188,8566,8597,16206,17196,280909832,280924591,1,250,40
81530,4,4,57914,61988,8631,8806,11562,12506,280909832,280924591,1,250,40
85799,4,4,57675,66010,8637,8874,22217,22776,280909832,280924591,1,250,40
87257,4,4,60567,70490,8441,8608,23530,24578,280909832,280924591,1,250,40
77862,4,4,56409,60220,8757,9681,10781,11627,280909832,280924591,1,250,40
79881,4,4,57300,61163,8437,8524,13508,13990,280909832,280924591,1,250,40
79347,4,4,55362,60310,8554,9259,14829,15418,280909832,280924591,1,250,40
79723,4,4,56009,61660,8587,8783,16154,16825,280909832,280924591,1,250,40
83406,4,4,57350,63438,9093,10436,17828,18504,280909832,280924591,1,250,40
78778,4,4,53258,58487,8959,10223,17378,18124,280909832,280924591,1,250,40
80940,4,4,56196,62175,8538,8905,17384,17921,280909832,280924591,1,250,40
85842,4,4,58359,66055,8290,8413,19890,20393,280909832,280924591,1,250,40
81551,4,4,56708,61800,8527,8624,17211,17814,280909832,280924591,1,250,40

