complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
346126,574,601,46057,84557,3168,11123,27406,203304,720015053,100
322248,573,601,44077,87989,2628,4583,27440,194678,720015053,100
389432,573,601,44734,82781,2698,4468,43700,301730,720015053,100
384803,573,601,29309,83932,3226,10883,54710,299641,720015053,100
217427,573,601,15869,64726,2829,4170,29334,145749,720015053,100
336216,573,601,33904,85801,3047,10427,38957,247972,720015053,100
275541,573,601,23903,80253,2854,4693,35173,201732,720015053,100
415862,573,601,39852,88003,2808,5371,54419,330475,720015053,100
399723,573,601,40551,80315,2763,4397,50168,318658,720015053,100
472913,573,601,49368,88930,2714,4433,59487,341466,720015053,100
337827,573,601,47625,88130,2803,4396,28832,206050,720015053,100
323014,573,601,45763,82863,2935,4253,27348,195879,720015053,100
346500,573,601,31910,82454,2933,4324,44270,270146,720015053,100
372214,573,601,47251,86055,2791,4380,37354,243132,720015053,100
308115,573,601,33957,84068,2818,4890,33317,180038,720015053,100
330196,573,601,44974,84365,2927,4486,28955,200315,720015053,100
328510,573,601,45794,83823,2916,4496,28113,199253,720015053,100
336496,573,601,48172,85354,2953,4923,28768,208428,720015053,100
333596,573,601,47470,86685,3062,9438,26774,200295,720015053,100
322319,573,601,44140,82772,3082,4755,28723,197314,720015053,100
