complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
501520,868,910,43816,83358,3416,15031,29193,334713,1079995733,120
484801,868,910,43753,83048,3194,5330,29149,325033,1079995733,120
484555,868,910,43372,91632,3208,5243,28616,318851,1079995733,120
498157,868,910,42903,90240,3247,5695,32115,333846,1079995733,120
596851,868,910,45335,84384,3157,5004,45381,436255,1079995733,120
504590,868,910,45340,83541,2988,4534,31070,346233,1079995733,120
490509,868,910,44186,85017,3167,5099,29628,331157,1079995733,120
525059,868,910,44858,85709,3196,5051,34504,363615,1079995733,120
481321,868,910,44174,90484,3245,4928,28382,315719,1079995733,120
495976,868,910,44748,86219,3868,13874,28521,325358,1079995733,120
500927,868,910,45079,88798,3127,5458,30922,339392,1079995733,120
535494,868,910,38351,93604,3155,7988,41502,386677,1079995733,120
498713,868,910,44343,90022,3290,5386,30578,335778,1079995733,120
505114,868,910,45162,87385,3157,4980,30850,340595,1079995733,120
579184,868,910,45042,84588,3033,5163,42798,421065,1079995733,120
497092,868,910,44675,89902,3237,5050,30424,335366,1079995733,120
495017,868,910,44379,89012,3221,5198,30210,332926,1079995733,120
505421,868,910,45328,85818,3329,5315,31263,342851,1079995733,120
491133,868,910,44484,83873,3545,13480,27066,326113,1079995733,120
485787,868,910,43791,87135,3209,4793,29201,323971,1079995733,120
