complTime,nCores
88317,60
90802,60
81419,60
82207,60
85598,60
79958,60
86390,60
82085,60
80324,60
82859,60
77646,60
84712,60
79430,60
88014,60
82285,60
90051,60
87597,60
82961,60
87653,60
90727,60
