complTime,nCores
82234,80
88616,80
82545,80
80793,80
83054,80
82257,80
85143,80
89689,80
89059,80
85123,80
78026,80
80746,80
81861,80
80267,80
78656,80
90153,80
83708,80
82125,80
82085,80
94172,80
