complTime,dataSize,nCores
1169985,783000000,80
1116442,783000000,80
1085069,783000000,80
1084973,783000000,80
1178477,783000000,80
1105365,783000000,80
1130112,783000000,80
1143239,783000000,80
1080075,783000000,80
1100314,783000000,80
1099680,783000000,80
797486,783000000,80
1084100,783000000,80
1077902,783000000,80
1263113,783000000,80
1165039,783000000,80
1267359,783000000,80
1124085,783000000,80
1113250,783000000,80
1027651,783000000,80
