complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
83021,4,4,57442,64304,8098,8531,21955,22108,48547566,120
79817,4,4,57207,61742,8117,8242,13556,13871,48547566,120
80748,4,4,56699,62858,8032,8253,17292,17870,48547566,120
78109,4,4,55138,58704,8199,8782,12435,12659,48547566,120
84839,4,4,59515,64771,7956,8344,22312,22422,48547566,120
84099,4,4,56924,65982,8219,8670,20097,20624,48547566,120
78223,4,4,55141,60214,8489,9111,16043,16567,48547566,120
79891,4,4,55186,62613,8157,8377,16614,17216,48547566,120
84822,4,4,57657,66567,8186,8549,24275,24530,48547566,120
80958,4,4,56592,62740,7982,8287,17263,17617,48547566,120
83407,4,4,58895,65764,8074,8980,17505,17888,48547566,120
94370,4,4,56008,69156,12265,16256,20872,21407,48547566,120
83848,4,4,57791,66238,7929,8276,22119,22173,48547566,120
77833,4,4,54519,60230,8039,8284,16688,17299,48547566,120
83025,4,4,58152,64842,7998,8057,17559,17692,48547566,120
78890,4,4,54865,61115,8058,8271,15960,16306,48547566,120
83306,4,4,57784,65173,8086,8384,20137,20361,48547566,120
97338,4,4,60025,71721,10065,15636,27991,28226,48547566,120
86814,4,4,59999,69469,7994,8289,24892,25309,48547566,120
79378,4,4,55594,61946,8061,8332,18552,18768,48547566,120
