complTime,nCores
230622,100
92483,100
84455,100
125103,100
94986,100
167060,100
141808,100
190942,100
95614,100
167410,100
150177,100
146422,100
99891,100
94548,100
150130,100
151107,100
147581,100
172302,100
145804,100
116318,100
