Application class: R1
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
140365,434,455,17456,34229,1800,3408,18676,86135,24379,34286,1,750,120
195339,434,455,18844,41677,1737,2917,34465,138941,24379,34286,1,750,120
184178,434,455,23221,77346,1940,3414,28117,134527,24379,34286,1,750,120
164755,434,455,16997,48496,1796,3093,27626,113070,24379,34286,1,750,120
203400,434,455,16278,33752,1846,3175,41202,152812,24379,34286,1,750,120
117286,434,455,15613,39550,1879,3107,14237,67666,24379,34286,1,750,120
129552,434,455,15733,31565,1852,3078,17882,78154,24379,34286,1,750,120
233462,434,455,24760,88112,1880,3438,42722,180082,24379,34286,1,750,120
205481,434,455,23726,85191,1876,3241,34790,153158,24379,34286,1,750,120
240003,434,455,26847,80499,2053,3733,43200,182698,24379,34286,1,750,120
177158,434,455,20845,58865,1884,3234,25150,113293,24379,34286,1,750,120
303973,434,455,33575,116765,1771,3277,56265,249848,24379,34286,1,750,120
186022,434,455,20630,82656,1813,3105,31273,134104,24379,34286,1,750,120
249243,434,455,30766,85834,1929,3161,42475,194278,24379,34286,1,750,120
233540,434,455,26515,88011,1891,3582,40350,176672,24379,34286,1,750,120
251161,434,455,48989,86383,1878,3333,25039,136780,24379,34286,1,750,120
239217,434,455,27575,97530,1917,3355,41331,181280,24379,34286,1,750,120
213038,434,455,16851,34274,2864,10868,41552,149015,24379,34286,1,750,120
157985,434,455,20781,94522,1885,3408,21542,104907,24379,34286,1,750,120
159540,434,455,19266,74006,1853,2869,24097,108648,24379,34286,1,750,120

