Application class: default
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
603351,434,455,45283,87690,2151,3412,28743,434062,24379,34286,1,750,40
594119,434,455,44880,85840,2074,3251,27582,426287,24379,34286,1,750,40
595565,434,455,44133,86351,2057,3220,28683,426791,24379,34286,1,750,40
612399,434,455,45613,86717,1955,3674,29362,440995,24379,34286,1,750,40
596752,434,455,44392,86499,2036,3765,28456,428876,24379,34286,1,750,40
609084,434,455,46057,88012,2157,3819,29170,437438,24379,34286,1,750,40
591848,434,455,44392,85540,2083,3499,27819,423429,24379,34286,1,750,40
592159,434,455,44263,90544,1777,3356,26686,417053,24379,34286,1,750,40
612268,434,455,46150,86882,2033,3318,29102,443881,24379,34286,1,750,40
599578,434,455,44343,86304,2050,3249,28800,431011,24379,34286,1,750,40
642309,434,455,46698,86178,2536,13551,28584,457207,24379,34286,1,750,40
591044,434,455,44648,86922,1984,3391,27259,420279,24379,34286,1,750,40
624605,434,455,46161,83623,2118,3689,30585,458191,24379,34286,1,750,40
607199,434,455,44894,86141,1993,3163,29027,437404,24379,34286,1,750,40
593869,434,455,44252,88589,1910,3271,28044,425411,24379,34286,1,750,40
607675,434,455,45359,92553,2116,3471,29083,434312,24379,34286,1,750,40
606022,434,455,46035,89050,1966,3303,27708,433284,24379,34286,1,750,40
589337,434,455,44583,84976,1897,3552,27001,422592,24379,34286,1,750,40
606247,434,455,45057,88140,2288,11018,26908,429987,24379,34286,1,750,40
584695,434,455,43673,85266,2049,3510,27610,413577,24379,34286,1,750,40

