Application class: Q2
complTime,nM1,M1avg,M1max,nR2,R2avg,R2max,S2avg,S2max,S2Bavg,S2Bmax,nR3,R3avg,R3max,S3avg,S3max,S3Bavg,S3Bmax,nM4,M4avg,M4max,nR5,R5avg,R5max,S5avg,S5max,S5Bavg,S5Bmax,users,dataSize,nCores
290520,100,65525,153443,11,4234,5897,38278,49075,545932,3609224,1,515,515,12989,12989,8895,8895,1,88136,88136,1,4251,4251,11440,11440,224871,224871,1,50,5
290068,100,64727,144142,10,3950,5480,51510,56311,205567,205567,1,835,835,3445,3445,8895,8895,1,41582,41582,1,4453,4453,12082,12082,224871,224871,1,50,5
294877,100,65616,145253,10,3507,4635,48327,58743,205567,205567,1,452,452,13614,13614,8895,8895,1,39903,39903,1,3715,3715,14152,14152,224871,224871,1,50,5
288297,100,63745,134777,12,3787,5142,36359,52637,545775,3607656,1,606,606,13446,13446,8895,8895,1,63162,63162,1,3299,3299,9687,9687,224871,224871,1,50,5
256475,100,48431,121469,12,2571,6129,42067,51944,205567,205567,1,396,396,11933,11933,8895,8895,1,64182,64182,1,3543,3543,7779,7779,224871,224871,1,50,5
282694,100,61217,113334,10,4780,7171,39054,48811,205567,205567,1,355,355,19510,19510,8895,8895,1,68682,68682,1,5162,5162,8677,8677,224871,224871,1,50,5
272226,100,57504,101660,10,4880,7327,31976,37313,205567,205567,1,278,278,4584,4584,8895,8895,1,65083,65083,1,3129,3129,14622,14622,224871,224871,1,50,5
290157,100,65309,138259,12,3544,6316,36260,47141,542930,3579204,1,392,392,17842,17842,8895,8895,1,46345,46345,1,1620,1620,1594,1594,224871,224871,1,50,5
313683,100,65042,139138,10,4029,6391,59409,73599,205567,205567,1,1203,1203,17963,17963,8895,8895,1,60141,60141,1,4337,4337,4502,4502,224871,224871,1,50,5
296061,100,64015,142602,10,3994,5172,48209,52736,205567,205567,1,735,735,5465,5465,8895,8895,1,37889,37889,1,3678,3678,11815,11815,224871,224871,1,50,5
294961,100,64014,139388,10,3835,6096,52707,61116,205567,205567,1,429,429,11409,11409,8895,8895,1,38004,38004,1,3331,3331,9503,9503,224871,224871,1,50,5
296369,100,65031,143590,10,4343,6226,49614,56435,205567,205567,1,550,550,6884,6884,8895,8895,1,69087,69087,1,4883,4883,16071,16071,224871,224871,1,50,5
286612,100,66039,137501,10,4223,6173,39327,43445,205567,205567,1,1007,1007,8098,8098,8895,8895,1,90138,90138,1,3368,3368,8911,8911,224871,224871,1,50,5
243635,100,54090,119118,10,2040,4700,24229,30324,205567,205567,1,1423,1423,6426,6426,8895,8895,1,48986,48986,1,1528,1528,1964,1964,224871,224871,1,50,5
290917,100,65035,143072,10,3580,6288,34085,39168,205567,205567,1,3314,3314,9589,9589,8895,8895,1,65519,65519,1,4186,4186,6712,6712,224871,224871,1,50,5
289706,100,63866,119248,10,4339,5523,34528,41113,205567,205567,1,431,431,9357,9357,8895,8895,1,73097,73097,1,4367,4367,8540,8540,224871,224871,1,50,5
305730,100,63307,136976,10,3831,4721,56127,71188,205567,205567,1,326,326,31884,31884,8895,8895,1,69141,69141,1,3906,3906,4065,4065,224871,224871,1,50,5
289703,100,67103,142859,10,4124,5980,41593,44745,205567,205567,1,309,309,5303,5303,8895,8895,1,62323,62323,1,3949,3949,11084,11084,224871,224871,1,50,5
272171,100,61829,114425,10,3648,5640,31962,36048,205567,205567,1,334,334,6789,6789,8895,8895,1,74817,74817,1,4014,4014,7424,7424,224871,224871,1,50,5
285308,100,66639,141875,10,3503,7642,33850,37717,205567,205567,1,326,326,4908,4908,8895,8895,1,62017,62017,1,4426,4426,9648,9648,224871,224871,1,50,5

