complTime,nCores
26276,60
25777,60
25298,60
24865,60
25620,60
33661,60
25295,60
23961,60
25310,60
24914,60
24283,60
27792,60
25204,60
26090,60
27185,60
27006,60
25131,60
23507,60
26909,60
24409,60
