complTime,nCores
25455,80
27493,80
25206,80
24827,80
26001,80
25056,80
25825,80
24785,80
25896,80
29064,80
25617,80
26190,80
24916,80
25067,80
25548,80
25688,80
27106,80
26394,80
24759,80
25721,80
