Application class: R2
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
81405,4,4,56407,60438,8699,9790,14221,14527,280909832,280924591,1,250,90
88539,4,4,58679,69474,8354,8605,25664,26466,280909832,280924591,1,250,90
85632,4,4,58270,66244,8770,9529,23906,24275,280909832,280924591,1,250,90
83082,4,4,55085,62165,8959,10209,18733,19055,280909832,280924591,1,250,90
82818,4,4,55328,63745,8340,8461,20299,20671,280909832,280924591,1,250,90
93659,4,4,59339,73689,8358,9068,32071,32435,280909832,280924591,1,250,90
81419,4,4,56283,62275,8551,9664,19820,20133,280909832,280924591,1,250,90
84635,4,4,57265,66117,8255,8522,27326,27673,280909832,280924591,1,250,90
81822,4,4,55113,61702,8900,9739,17613,17899,280909832,280924591,1,250,90
86671,4,4,58350,67271,8568,9375,22438,22703,280909832,280924591,1,250,90
89965,4,4,62340,69024,8777,10116,20827,21126,280909832,280924591,1,250,90
92044,4,4,58468,66612,8406,8916,19968,20465,280909832,280924591,1,250,90
87884,4,4,57689,67515,8724,9288,28349,28779,280909832,280924591,1,250,90
81433,4,4,55730,63824,8268,8515,19532,20360,280909832,280924591,1,250,90
80908,4,4,53166,61525,8624,9088,21012,21643,280909832,280924591,1,250,90
88514,4,4,58938,66633,8903,10247,23379,23701,280909832,280924591,1,250,90
89147,4,4,57888,70386,8459,8884,30525,30961,280909832,280924591,1,250,90
86946,4,4,59608,67745,8446,9086,20251,20625,280909832,280924591,1,250,90
81763,4,4,55732,61657,8374,8862,17958,18274,280909832,280924591,1,250,90
79214,4,4,52957,59770,8213,8397,19484,19764,280909832,280924591,1,250,90

