Application class: default
complTime,nM1,M1avg,M1max,nR2,R2avg,R2max,S2avg,S2max,S2Bavg,S2Bmax,nR3,R3avg,R3max,S3avg,S3max,S3Bavg,S3Bmax,nM4,M4avg,M4max,nR5,R5avg,R5max,S5avg,S5max,S5Bavg,S5Bmax,users,dataSize,nCores
267000,40,82983,132166,8,2607,3766,30482,35588,172348,172348,1,741,741,6117,6117,7102,7102,1,56253,56253,1,3746,3746,5638,5638,190065,190065,1,40,12
245251,40,81761,120722,8,2519,3759,23574,25505,172348,172348,1,533,533,4630,4630,7102,7102,1,51980,51980,1,4173,4173,5247,5247,190065,190065,1,40,12
251959,40,78900,128022,8,2904,4133,24287,37309,172348,172348,1,276,276,5436,5436,7102,7102,1,68944,68944,1,4013,4013,4577,4577,190065,190065,1,40,12
244199,40,76195,120585,8,3043,4187,16301,24400,172348,172348,1,1775,1775,9792,9792,7102,7102,1,37940,37940,1,4383,4383,6827,6827,190065,190065,1,40,12
240171,40,75035,112403,8,3191,4111,26430,33699,172348,172348,1,716,716,4888,4888,7102,7102,1,55600,55600,1,3094,3094,4941,4941,190065,190065,1,40,12
249307,40,78337,121901,8,2848,3929,24972,33619,172348,172348,1,725,725,4228,4228,7102,7102,1,29410,29410,1,4158,4158,7345,7345,190065,190065,1,40,12
239884,40,79154,123695,8,2182,3337,16121,18806,172348,172348,1,1662,1662,3297,3297,7102,7102,1,49272,49272,1,4480,4480,6268,6268,190065,190065,1,40,12
248802,40,76679,112254,8,3086,3991,25741,34279,172348,172348,1,1108,1108,6818,6818,7102,7102,1,55938,55938,1,2691,2691,5405,5405,190065,190065,1,40,12
245392,40,77461,113632,8,2730,3360,18689,26614,172348,172348,1,1829,1829,1185,1185,7102,7102,1,45211,45211,1,3109,3109,6451,6451,190065,190065,1,40,12
246840,40,76481,121841,8,2615,4734,12636,18341,172348,172348,1,752,752,15049,15049,7102,7102,1,60518,60518,1,4511,4511,3515,3515,190065,190065,1,40,12
253500,40,79208,124465,8,2475,3536,27093,35724,172348,172348,1,736,736,3329,3329,7102,7102,1,63352,63352,1,4167,4167,9321,9321,190065,190065,1,40,12
245030,40,78420,125263,8,2417,3581,23789,30352,172348,172348,1,1363,1363,9605,9605,7102,7102,1,66492,66492,1,4376,4376,3314,3314,190065,190065,1,40,12
245868,40,78542,127745,8,2290,3457,34248,36086,172348,172348,1,1859,1859,3310,3310,7102,7102,1,38147,38147,1,4396,4396,5390,5390,190065,190065,1,40,12
236769,40,77464,111556,8,2542,3189,12181,15518,172348,172348,1,2969,2969,5741,5741,7102,7102,1,51919,51919,1,5489,5489,5336,5336,190065,190065,1,40,12
245196,40,78738,119978,8,3309,4096,23955,28690,172348,172348,1,302,302,2415,2415,7102,7102,1,55599,55599,1,2664,2664,6021,6021,190065,190065,1,40,12
260286,40,78908,125321,8,2483,3155,27960,39059,172348,172348,1,2013,2013,4869,4869,7102,7102,1,60099,60099,1,3444,3444,7067,7067,190065,190065,1,40,12
245212,40,78476,130832,8,2326,3666,27979,32829,172348,172348,1,350,350,5830,5830,7102,7102,1,67565,67565,1,4197,4197,6057,6057,190065,190065,1,40,12
256415,40,79397,125060,8,2183,3504,36927,41249,172348,172348,1,2030,2030,5382,5382,7102,7102,1,29744,29744,1,864,864,1636,1636,190065,190065,1,40,12
235548,40,75867,111303,8,2597,3449,15109,20803,172348,172348,1,212,212,11191,11191,7102,7102,1,52612,52612,1,3388,3388,5678,5678,190065,190065,1,40,12
262516,40,79124,121806,8,3246,4513,35078,48884,172348,172348,1,630,630,4447,4447,7102,7102,1,33640,33640,1,2605,2605,4550,4550,190065,190065,1,40,12

