complTime,dataSize,nCores
400682,540010211,60
371669,540010211,60
416357,540010211,60
407320,540010211,60
396581,540010211,60
360306,540010211,60
406589,540010211,60
400689,540010211,60
391037,540010211,60
398644,540010211,60
399077,540010211,60
390314,540010211,60
417664,540010211,60
392148,540010211,60
403194,540010211,60
318686,540010211,60
478697,540010211,60
250818,540010211,60
380252,540010211,60
410528,540010211,60
