complTime,dataSize,nCores
325305,540010211,80
289664,540010211,80
325006,540010211,80
209424,540010211,80
317381,540010211,80
217002,540010211,80
316241,540010211,80
185205,540010211,80
293516,540010211,80
296030,540010211,80
265190,540010211,80
161764,540010211,80
177169,540010211,80
322223,540010211,80
177730,540010211,80
407738,540010211,80
255791,540010211,80
309627,540010211,80
221320,540010211,80
303099,540010211,80
