complTime,dataSize,nCores
106688,180006827,100
49035,180006827,100
47123,180006827,100
43544,180006827,100
44195,180006827,100
48898,180006827,100
49404,180006827,100
45445,180006827,100
44163,180006827,100
50461,180006827,100
45662,180006827,100
49229,180006827,100
45247,180006827,100
43904,180006827,100
45859,180006827,100
46071,180006827,100
51572,180006827,100
48774,180006827,100
45720,180006827,100
43542,180006827,100
