complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
70004,2,2,40258,6314,28758,18271305,100
73990,2,2,41156,6373,33711,18271305,100
82326,2,2,46912,6179,40277,18271305,100
71338,2,2,41050,6120,29068,18271305,100
71111,2,2,41294,6107,28854,18271305,100
76971,2,2,41793,7288,34683,18271305,100
72994,2,2,41874,5983,32474,18271305,100
72849,2,2,41633,6299,30187,18271305,100
69761,2,2,40025,6386,28312,18271305,100
70566,2,2,40663,6238,28746,18271305,100
74940,2,2,43483,6034,30961,18271305,100
75253,2,2,42361,6025,35823,18271305,100
74997,2,2,42736,6285,32959,18271305,100
74342,2,2,40649,6395,34756,18271305,100
67855,2,2,39594,6225,25481,18271305,100
69485,2,2,40710,6089,26778,18271305,100
75914,2,2,42548,7771,31615,18271305,100
76823,2,2,43183,6786,32869,18271305,100
80171,2,2,45188,6638,38869,18271305,100
75727,2,2,42973,6100,34697,18271305,100
