complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
86601,144,151,62912,2334,8175,180006827,120
41512,144,151,19472,2264,7733,180006827,120
77216,144,151,26555,2344,46289,180006827,120
38353,144,151,19174,2061,7072,180006827,120
39539,144,151,18180,2033,6388,180006827,120
38929,144,151,18154,2023,5977,180006827,120
40344,144,151,17917,2043,6510,180006827,120
39563,144,151,19498,1952,6118,180006827,120
43131,144,151,18774,5025,6479,180006827,120
41250,144,151,19058,2099,5924,180006827,120
38458,144,151,18191,1995,6269,180006827,120
36687,144,151,17579,1647,4764,180006827,120
79451,144,151,26432,2345,48604,180006827,120
38539,144,151,17868,1786,5478,180006827,120
39094,144,151,18486,2101,6823,180006827,120
37628,144,151,18523,2145,6385,180006827,120
38374,144,151,18899,1868,5739,180006827,120
38900,144,151,18398,2154,6335,180006827,120
46079,144,151,19044,3472,7664,180006827,120
44663,144,151,21712,2381,11427,180006827,120
