complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
626789,1148,1009,43474,2703,34456,2159968164,100
629746,1148,1009,44253,2724,34705,2159968164,100
625382,1148,1009,44208,2712,34224,2159968164,100
638741,1148,1009,44155,2708,35410,2159968164,100
696789,1148,1009,44709,2650,43661,2159968164,100
616031,1148,1009,39991,2788,37170,2159968164,100
629669,1148,1009,40546,2752,37896,2159968164,100
618826,1148,1009,37864,2822,39824,2159968164,100
618002,1148,1009,43582,2772,34041,2159968164,100
617318,1148,1009,42442,2684,34434,2159968164,100
618604,1148,1009,43090,2710,34609,2159968164,100
627925,1148,1009,43035,3028,34360,2159968164,100
631603,1148,1009,44651,2764,34722,2159968164,100
633418,1148,1009,43480,2788,36320,2159968164,100
636780,1148,1009,44991,2740,35014,2159968164,100
634179,1148,1009,44344,2563,35166,2159968164,100
620825,1148,1009,43008,2663,34150,2159968164,100
634917,1148,1009,40598,2840,39269,2159968164,100
727255,1148,1009,44726,2784,47596,2159968164,100
637022,1148,1009,44202,2830,36198,2159968164,100
