complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
184887,287,300,58556,1922,23035,360014110,100
155037,287,300,18486,1737,47692,360014110,100
182431,287,300,40165,1790,41040,360014110,100
99308,287,300,18255,1903,19768,360014110,100
81842,287,300,18380,1943,12723,360014110,100
89962,287,300,18255,2778,12675,360014110,100
136524,287,300,18488,1757,39434,360014110,100
147071,287,300,25579,1745,37526,360014110,100
129696,287,300,17995,1708,36390,360014110,100
91382,287,300,18002,2000,17840,360014110,100
224725,287,300,19709,1768,77803,360014110,100
140303,287,300,25453,1756,33688,360014110,100
159791,287,300,18909,1765,49450,360014110,100
96400,287,300,21614,1865,15902,360014110,100
95720,287,300,18522,1897,19373,360014110,100
136577,287,300,22941,1801,33963,360014110,100
89623,287,300,18167,1972,15796,360014110,100
149394,287,300,19307,2470,41024,360014110,100
114645,287,300,17813,1812,28870,360014110,100
142351,287,300,25223,1809,35518,360014110,100
