complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
251161,434,455,48989,1878,25039,540010211,120
205481,434,455,23726,1876,34790,540010211,120
177158,434,455,20845,1884,25150,540010211,120
157985,434,455,20781,1885,21542,540010211,120
164755,434,455,16997,1796,27626,540010211,120
186022,434,455,20630,1813,31273,540010211,120
240003,434,455,26847,2053,43200,540010211,120
129552,434,455,15733,1852,17882,540010211,120
303973,434,455,33575,1771,56265,540010211,120
249243,434,455,30766,1929,42475,540010211,120
140365,434,455,17456,1800,18676,540010211,120
239217,434,455,27575,1917,41331,540010211,120
117286,434,455,15613,1879,14237,540010211,120
203400,434,455,16278,1846,41202,540010211,120
233540,434,455,26515,1891,40350,540010211,120
159540,434,455,19266,1853,24097,540010211,120
195339,434,455,18844,1737,34465,540010211,120
233462,434,455,24760,1880,42722,540010211,120
213038,434,455,16851,2864,41552,540010211,120
184178,434,455,23221,1940,28117,540010211,120
