complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
35012,3,3,14114,1440,5581,31321566,60
25514,3,3,12919,1407,4846,31321566,60
23261,3,3,11622,1416,2919,31321566,60
22458,3,3,11885,1340,3551,31321566,60
22548,3,3,11743,1405,3098,31321566,60
24572,3,3,12393,1341,5143,31321566,60
22645,3,3,11243,1355,4421,31321566,60
25507,3,3,12779,1549,4442,31321566,60
22411,3,3,11835,1356,3147,31321566,60
24633,3,3,12695,1369,4287,31321566,60
22835,3,3,11951,1355,3724,31321566,60
22836,3,3,11894,1364,4782,31321566,60
24325,3,3,12920,1407,4622,31321566,60
22727,3,3,11931,1347,3607,31321566,60
24646,3,3,12456,1433,5681,31321566,60
27339,3,3,14259,1408,3231,31321566,60
23479,3,3,12031,1360,3877,31321566,60
22057,3,3,11461,1413,4381,31321566,60
24365,3,3,12792,1423,5145,31321566,60
24679,3,3,13816,1431,4722,31321566,60
