complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
175412,287,300,61733,3755,27686,360014110,120
77999,287,300,19059,2017,16642,360014110,120
71660,287,300,19700,2093,12102,360014110,120
122963,287,300,24203,1872,37552,360014110,120
87828,287,300,18764,1999,22458,360014110,120
69705,287,300,19338,2096,11647,360014110,120
97446,287,300,22443,1826,24692,360014110,120
67965,287,300,18449,2000,11731,360014110,120
72373,287,300,19834,1941,11381,360014110,120
134191,287,300,25782,1744,42746,360014110,120
71527,287,300,19518,2067,11226,360014110,120
80067,287,300,20134,1974,16254,360014110,120
86982,287,300,20569,2013,17318,360014110,120
69076,287,300,19785,2080,11135,360014110,120
83205,287,300,18561,1961,19276,360014110,120
107086,287,300,23474,1868,29920,360014110,120
118980,287,300,18972,1842,40843,360014110,120
97089,287,300,19483,1876,28539,360014110,120
78150,287,300,19399,1932,16289,360014110,120
66480,287,300,18973,1998,10350,360014110,120
