complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
22178,2,2,11108,1396,3500,18271305,120
35960,2,2,14236,1418,9748,18271305,120
22361,2,2,10991,1412,3429,18271305,120
24941,2,2,11848,1344,6674,18271305,120
23738,2,2,11514,1428,3116,18271305,120
25652,2,2,12837,1420,5488,18271305,120
25018,2,2,12605,1443,4722,18271305,120
24837,2,2,12495,1439,5732,18271305,120
24814,2,2,12948,1439,4757,18271305,120
22661,2,2,11234,1285,3436,18271305,120
25181,2,2,12620,1431,4762,18271305,120
25585,2,2,12769,1435,5013,18271305,120
24713,2,2,12658,1441,4539,18271305,120
24668,2,2,12597,1453,4722,18271305,120
24683,2,2,12619,1434,4681,18271305,120
22332,2,2,10900,1285,3397,18271305,120
33240,2,2,11523,1374,2957,18271305,120
22219,2,2,10743,1414,3469,18271305,120
25496,2,2,12607,1452,4797,18271305,120
25038,2,2,12560,1443,4732,18271305,120
