complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
446310,757,793,45916,2320,31367,1439977468,100
313800,757,793,19660,2299,30684,1439977468,100
406914,757,793,24924,2397,43613,1439977468,100
447187,757,793,32882,2395,43780,1439977468,100
406586,757,793,33360,2395,35229,1439977468,100
328036,757,793,18226,2384,35649,1439977468,100
461411,757,793,35797,2528,43395,1439977468,100
423533,757,793,36929,2619,34832,1439977468,100
346359,757,793,24248,2502,32588,1439977468,100
381798,757,793,19172,2488,44074,1439977468,100
367333,757,793,24551,3038,35808,1439977468,100
279555,757,793,18350,2465,26122,1439977468,100
415663,757,793,26382,2401,42576,1439977468,100
389402,757,793,25153,2280,38968,1439977468,100
449447,757,793,27236,2158,47438,1439977468,100
424041,757,793,41436,2205,31131,1439977468,100
425774,757,793,44504,2510,29483,1439977468,100
439288,757,793,45488,2644,31404,1439977468,100
445797,757,793,46606,2381,29535,1439977468,100
438324,757,793,39793,2308,34944,1439977468,100
