complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
80768,4,4,57089,8578,12633,48547566,100
83311,4,4,58496,8369,19181,48547566,100
80466,4,4,55382,8220,18130,48547566,100
88306,4,4,58282,8025,21414,48547566,100
79682,4,4,55944,8236,21659,48547566,100
80399,4,4,55687,8239,20856,48547566,100
81404,4,4,54745,8004,22326,48547566,100
77089,4,4,54194,8408,14184,48547566,100
82426,4,4,58483,8165,19388,48547566,100
82958,4,4,57777,8440,20345,48547566,100
82459,4,4,58243,8253,18991,48547566,100
82270,4,4,57020,8194,20649,48547566,100
83062,4,4,56453,8260,21307,48547566,100
85156,4,4,55262,8066,25933,48547566,100
90138,4,4,57938,8027,27923,48547566,100
84745,4,4,56042,8333,20387,48547566,100
77107,4,4,55138,8129,16211,48547566,100
89165,4,4,60193,8106,24643,48547566,100
79943,4,4,55506,8180,15554,48547566,100
86380,4,4,57118,8233,28012,48547566,100
