complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
277938,573,601,47900,2783,27235,720015053,120
237835,573,601,21172,2768,39573,720015053,120
241611,573,601,26779,2916,35923,720015053,120
279040,573,601,47845,2720,27293,720015053,120
280150,573,601,48354,2778,26936,720015053,120
271289,573,601,43483,2666,28501,720015053,120
274730,573,601,46065,2902,28110,720015053,120
282814,573,601,46376,2573,29159,720015053,120
275287,573,601,48386,2910,25934,720015053,120
290711,573,601,46482,2911,32162,720015053,120
433521,573,601,17912,2424,94853,720015053,120
252316,573,601,23013,2703,41956,720015053,120
240523,573,601,23014,2894,38696,720015053,120
302872,573,601,31482,2913,43845,720015053,120
172013,573,601,16955,2809,25150,720015053,120
242932,573,601,21400,2754,40716,720015053,120
260974,573,601,28071,3054,39239,720015053,120
276613,573,601,47313,2750,26764,720015053,120
270513,573,601,46578,2874,25946,720015053,120
344465,573,601,47850,2786,46201,720015053,120
