complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
73643,2,2,40836,6321,33743,18271305,80
72443,2,2,41559,6112,31633,18271305,80
76838,2,2,43853,6198,34746,18271305,80
72948,2,2,42023,5878,32503,18271305,80
68867,2,2,39732,6044,27537,18271305,80
71632,2,2,40264,6156,31017,18271305,80
69788,2,2,41249,6046,27390,18271305,80
72010,2,2,41008,6055,30673,18271305,80
70750,2,2,39684,6127,31278,18271305,80
75731,2,2,42352,6000,37191,18271305,80
67319,2,2,38345,6028,27646,18271305,80
72526,2,2,40491,6023,33665,18271305,80
72867,2,2,42947,6056,29832,18271305,80
80030,2,2,45528,6103,37574,18271305,80
74902,2,2,43128,6084,32625,18271305,80
74493,2,2,42836,6269,33555,18271305,80
78538,2,2,44465,6064,37923,18271305,80
75887,2,2,41575,6148,36905,18271305,80
71280,2,2,40114,6184,32436,18271305,80
72384,2,2,41384,6227,30161,18271305,80
